"No1 maximum"," A new version of 'B2B Communication' is available!  "
"Avatar","dfsf "
" cloud computing references as a net"," A new version of 'cloud computing references' is available!  "
" cloud computing references as a net"," A new version of 'cloud computing references' is available!  "
"cheese","adf "
"Giles' GDP"," A new version of 'Giles' GDP' is available!  "
"Robocode UNED 2009 results"," A new version of 'Robocode battle results (UNED, SI2, 2009)' is available!  "
"Robocode UNED 2009 results"," A new version of 'Robocode battle results (UNED, SI2, 2009)' is available!  "
"Robocode UNED 2009 results"," A new version of 'Robocode battle results (UNED, SI2, 2009)' is available!  "
"Robocode UNED 2009 results"," A new version of 'Robocode battle results (UNED, SI2, 2009)' is available!  "
"Chi ha avuto più motorini tra me e Gaia?"," A new version of 'Chi ha avuto più motocicli tra me e gaia?' is available!  "
"MONNEZZA, RICICLAGGIO NELLA UE A 27"," A new version of 'Chi ha avuto più motocicli tra me e gaia?' is available!  "
"Chi ha avuto più motorini tra me e Gaia?"," A new version of 'Chi ha avuto più motocicli tra me e gaia?' is available!  "
"Chi ha avuto più motorini tra me e Gaia?"," A new version of 'Chi ha avuto più motocicli tra me e gaia?' is available!  "
"Chi ha avuto più motorini tra me e Gaia?"," A new version of 'Chi ha avuto più motocicli tra me e gaia?' is available!  "
"Valor Adicionado RAs 2006 Barras"," A new version of 'VA 2006 RAs setores' is available!  "
"wordtree bijoux","Bonjour, Quelle est la source du fichier texte svp? l'avez-vous ge'ne're' manuellement ou vous l'avez trouve' dans une base de donne'e'? Cordialement, Hamy "
"Test(number) by tian","????????! "
"Social Network Monthly Visitors (April 2007)","i beleive that facebook is now bigger then myspace "
"State Budget Deficit Map (2010 Estimates)","Perhaps a "per capita" or a "as a percentage of the average of three previous years budget" might have ben a little more informative. "
"Spending breakdown South America","Argentina, Uruguay, and Venzuela all spend more on alcohol and tobacco than on health and housing. Wow. "
" Dinosaur in the Haystack- Stephen J. Gould"," A new version of 'Dinosaur in the Haystack' is available!  "
"Appeal per region"," A new version of 'try2' is available!  "
" Women in National Parliaments"," A new version of 'Women in National Parliaments' is available!  "
" Women in National Parliaments"," A new version of 'Women in National Parliaments' is available!  "
"Literacy Rates in Asia","oi gioi oi "
"World Aquaculture production Coastal habitat"," A new version of 'Aquaculture: Habitat country production' is available!  "
"Smirnoff face book page"," A new version of 'Smirnoff_FB wall_Dec 8th 2009 to March 10th 2010' is available!  "
"Top 30 male names in Macedonia","?? ?? ???? ?????? "
"Domestic Net Migration 2004-2008","I made this chart from some migration data I've been looking at recently. If you're interested, check it out here: shortfirstparagraphs.blogspot.com "
"www"," A new version of 'Color' is available!  "
"www"," A new version of 'Color' is available!  "
"www"," A new version of 'Color' is available!  "
"www"," A new version of 'Color' is available!  "
"Relative impact of measures to reduce GHG emissions (t CO2)","Wow- what data is this based on? I'm new to the site and still trying to figure it out. Thanks! RCailloux "
"Measures to reduce GHG emissions (T CO2)"," A new version of 'Measures to reduce GHG emissions' is available!  "
"Measures to reduce GHG emissions (T CO2)"," A new version of 'Measures to reduce GHG emissions' is available!  "
"Dettes des clubs (en millions d'euros)"," A new version of 'millions d'euros' is available!  "
"Usuarios de Facebook en América Latina en millones"," A new version of 'Usuarios Facebook en millones' is available!  "
"Conteúdo ONS jan/2010"," A new version of 'Conteúdo inserçoes twitter - janeiro/2010' is available!  "
"Nuage mots-clés"," A new version of 'Mots-Clés les plus fréquents' is available!  "
"Nuage mots-clés"," A new version of 'Mots-Clés les plus fréquents' is available!  "
"Australian Collectors"," A new version of 'Collectors' is available!  "
"Australian collectors "," A new version of 'Collectors' is available!  "
"Australian Collectors"," A new version of 'Collectors' is available!  "
"Australian collectors "," A new version of 'Collectors' is available!  "
"French fatalities in Afghanistan since 2001"," A new version of 'French fatalities in Afghanistan since 2001' is available!  "
"Les pertes françaises en Afghanistan depuis 2001"," A new version of 'Pertes françaises en Afghanistan' is available!  "
"Collectors China "," A new version of 'China Collectors ' is available!  "
"Male/Female Smoking By Country","malaysia?? "
"Army size vs Army Budget","chhhhhhkkkkkkk "
"Program Activity"," A new version of 'Program Activity' is available!  "
"Program Activity"," A new version of 'Program Activity' is available!  "
"2008 Massachusetts High School Graduation Map"," A new version of '2008 Massachusetts HS Graduation Rates' is available!  "
"US government expenses 1962-2004","Remains a mystery... "
"World Map of US Budget, $Millions, 1962-2004","What is the data saying here? Please explain. Thanks. "
"Brighton Organising Knowledge"," A new version of 'University of Brighton Information Studies MA Organising Knowledge' is available!  "
"Construção (Chico Buarque)","As sentenças que começam com "Por/Pela/Pelas/Pelos" foram quebradas em sentenças individuais, terminando com "Deus lhe pague". "
"CompData-Stacked SD123 - Bar Graph"," A new version of 'CompData-Stacked SD123' is available!  "
" CompData-Stacked SD123 - Pie Chart"," A new version of 'CompData-Stacked SD123' is available!  "
"What do you think about having a job at your age?"," A new version of 'Question 3 What do you think about having a job at your age?' is available!  "
"What do you think about having a job at your age?"," A new version of 'Question 3 What do you think about having a job at your age?' is available!  "
"What do you think about having a job at your age?"," A new version of 'Question 3 What do you think about having a job at your age?' is available!  "
"Australian Collectors"," A new version of 'Collectors' is available!  "
"Results of Students using Treemap"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Stack graph for categories"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap2.0"," A new version of 'Results of students Ver2.0' is available!  "
"Average percentage scored in various Streams"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Stack graph for categories"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap2.0"," A new version of 'Results of students Ver2.0' is available!  "
"Average percentage scored in various Streams"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Stack graph for categories"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap2.0"," A new version of 'Results of students Ver2.0' is available!  "
"Average percentage scored in various Streams"," A new version of 'Results of students Ver2.0' is available!  "
"Results of students Ver2.0","hello "
"tax","Test 3 "
"tax","Test2 "
"tax","Test "
"Results of students Ver2.0","HI Hello "
"Results of Students using Treemap","Good "
"No. of ppl in each field","simple pie chart "
"Various Fields:","various occupations that 1 can choose "
"Helo","fgdg "
"Results of Students using Treemap"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Stack graph for categories"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap2.0"," A new version of 'Results of students Ver2.0' is available!  "
"Results of students Ver2.0","bvnhvbgn "
"Results of Students using Treemap"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Stack graph for categories"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap2.0"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Stack graph for categories"," A new version of 'Results of students Ver2.0' is available!  "
"Results of Students using Treemap"," A new version of 'Results of students Ver2' is available!  "
"Results of Students using Stack graph for categories"," A new version of 'Results of students Ver2' is available!  "
"Treemap:- Results of Students","Good "
"FlightPaths Text Comparison"," A new version of 'Flightpathsblog' is available!  "
"Test bar chart","Added color to bar chart - testing "
"fdsfs","ghfgh "
"Princeton Borough 2009 With Comparative Data","good "
"Helo","Hello "
"Barack Obama's Acceptance Speech Chicago","good "
"Barack Obama's Acceptance Speech Chicago","good "
"Barack Obama's Acceptance Speech Chicago","Good one "
"Helo","gfdhdfh "
"Regional Origins of North American Slave Population"," A new version of 'African Origins of North American Slaves' is available!  "
"Mitgliederanzahl"," A new version of 'Facebookgruppe Schweiz gegen Deutschland Mitgliederanzahl' is available!  "
"Mitgliederanzahl"," A new version of 'Facebookgruppe Schweiz gegen Deutschland Mitgliederanzahl' is available!  "
"Odontologia","Odontologia "
"dance 2"," A new version of 'dance 2' is available!  "
"dance treemap"," A new version of 'dance 2' is available!  "
"dance 3"," A new version of 'dance 2' is available!  "
"dance 2"," A new version of 'dance 2' is available!  "
"dance treemap"," A new version of 'dance 2' is available!  "
"dance 3"," A new version of 'dance 2' is available!  "
"dance 2"," A new version of 'dance 2' is available!  "
"dance treemap"," A new version of 'dance 2' is available!  "
"dance 3"," A new version of 'dance 2' is available!  "
"dance 2"," A new version of 'dance 2' is available!  "
"dance treemap"," A new version of 'dance 2' is available!  "
"mej cloud"," A new version of 'MEJ ' is available!  "
"Nike Factories by Country (map)","tis is just what i nead "
"Helo","ghdfh "
"Helo","gdsgfdgfdg "
"identity","testing... "
"Stack Graph of high school drop out rates by race.","I COME FROM MARS "
"Mitgliederanzahl"," A new version of 'Facebookgruppe Schweiz gegen Deutschland Mitgliederanzahl' is available!  "
"Chart of the Deficit from 2009 APB Doc"," A new version of 'Billions of Dollars' is available!  "
"visualizing a pair of graphs"," A new version of 'Billions of Dollars' is available!  "
"Associations2"," A new version of 'Associations2' is available!  "
"Associations2"," A new version of 'Associations2' is available!  "
"Associations3"," A new version of 'Associations2' is available!  "
"Associations2"," A new version of 'Associations2' is available!  "
"Associations2"," A new version of 'Associations2' is available!  "
"Associations2"," A new version of 'Associations2' is available!  "
"Databases VI"," A new version of 'Databases III' is available!  "
"State Budget Deficit Map (2010 Estimates)","I doubt if this visualization is very useful because it gives no indication of how hard it would be to close the gap. Other measures might be: Deficits as percentage of budget, Deficits as percentage of state economy (multiple measures), Deficits as percentage of federal income tax contribution (indication of ability to pay), etc. "
"Market Prices of the Five Most-Subsidized Crops","smd n00b "
"CompData-Stacked SD123-PieChart-old"," A new version of 'CompData-Stacked SD123' is available!  "
"Test simplistic network"," A new version of 'Test For Network' is available!  "
"Who begat whom in the bible","possession is 9/10ths of the law "
"cover letter"," A new version of 'cover letter' is available!  "
"forum "," A new version of 'Forum' is available!  "
"What comes after a root-position I triad in the Bach chorales?","I6 "
"Databases II"," A new version of 'Databases II' is available!  "
"Databases III"," A new version of 'Databases II' is available!  "
"Databases II"," A new version of 'Databases II' is available!  "
"Databases III"," A new version of 'Databases II' is available!  "
"Chart of the Deficit from 2009 APB Doc"," A new version of 'Billions of Dollars' is available!  "
"Billions of Dollars"," A new version of 'Billions of Dollars' is available!  "
"Chart of the Deficit from 2009 APB Doc"," A new version of 'Billions of Dollars' is available!  "
"Chart of the Deficit from 2009 APB Doc"," A new version of 'Billions of Dollars' is available!  "
"Medal by Population","According to Wikipedia, Great Britain is the United Kingdom without Northern Ireland. Since the population on Wikipedia is estimated around 61,500,000 people, I am using the CIA factbook numbers for the United Kingdom. "
"Medal Count Visualized","According to Wikipedia, Great Britain is the United Kingdom without Northern Ireland. Since the population on Wikipedia is estimated around 61,500,000 people, I am using the CIA factbook numbers for the United Kingdom. "
"Average UK Weekly Household Expenditure vs BBC cost","I've taken £2.74 out of the "recreation and culture" cost assuming the licence fee was included in this row "
"Don't leave the Bronx -- leave St. Louis!","Well, in defense of STL, the crime reporting here is wonky. They include the data and statistics for St. Louis CITY AND COUNTY but apply it to ONLY THE CITY POPULATION. That's right; St. Louis County crimes are counted, but not the people, leading to an artificially high crime rate. It's really not that bad. "
"Brainstorm Mission Statement #1"," A new version of 'Mission Statement Brainstorm #1' is available!  "
"peer"," A new version of 'Forum 6' is available!  "
"peer"," A new version of 'Forum 6' is available!  "
"Students"," A new version of 'Forum 6' is available!  "
"Students"," A new version of 'Forum 6' is available!  "
"peer"," A new version of 'Forum 6' is available!  "
"peer"," A new version of 'Forum 6' is available!  "
"peer"," A new version of 'Forum 6' is available!  "
"peer"," A new version of 'Forum 6' is available!  "
"TEST2","TEST "
"cd policy wordle","custom color snapshot "
"Description job","test "
"Scatterplot of games","ylheeu "
"Country Medal Winners"," A new version of 'Vancouver 2010 Winter Olympic Results' is available!  "
"cd policy wordle","saved this custom palette snapshot "
"last.fm recent track bubble"," A new version of 'my recent tracks on last.fm' is available!  "
"last.fm recent track treemap"," A new version of 'my recent tracks on last.fm' is available!  "
"Michael Bufalino"," A new version of 'Michael Bufalino' is available!  "
"something Love topic"," A new version of 'something' is available!  "
"Astoria-Megler Unrestricted Lane Times"," A new version of 'A-M ' is available!  "
"A-M M-F3"," A new version of 'A-M ' is available!  "
"am m-f3"," A new version of 'A-M ' is available!  "
"Adjusted A-M- b/c of change order"," A new version of 'A-M ' is available!  "
"Transportation GHG"," A new version of 'Transportation GHG' is available!  "
"Transportation GHG"," A new version of 'Transportation GHG' is available!  "
"Labs_test_1","What is the unit? "
"Wess Mt Kilimanjaro Summit 2010"," A new version of 'Wess Mt. Kilimanjaro Summit 2010' is available!  "
"Virtual Worlds Tagcloud"," A new version of 'virtworld' is available!  "
"Social network sites by country with internet users and site ranking","Interesting, but I find it VERY hard to believe that SKYROCK would be the biggest Social Network in Belgium. I NEVER heard from it ! "
"virtworlds"," A new version of 'virtworld' is available!  "
"YP Data - Late 2009","The data describes numbers of NON-mif users surrounding parramatta area. Set comes from Yellowpages late 2009. "
"Snapshot: Nontaxable Mass. property as a percent of total ","Many of the towns with high tax exempt % have state forests or public or private colleges; this is true especially in Western Mass. Payments in lieu of taxes (PILOT) funds are very important to these towns. "
"Snapshot: Nontaxable Mass. property as a percent of total ","What is in Huntington that accounts for 40% of it's land being tax exempt? "
"Snapshot: Nontaxable Mass. property as a percent of total ","Towns shown with no color do not have the data available. "
"Stores by State","usa bubles !!! "
"Culture: Adjunct Faculty and College Administration","Vision - and Adjunct faculty "
"Culture: Adjunct Faculty and College Administration","Learning Organization - is the University there? Comments from interviews with adjunct faculty. "
"Centrality of faculty to university goals"," A new version of 'Raw interview data from interviews with adjunct faculty and university management' is available!  "
"Snapshot: Nontaxable Mass. property as a percent of total ","Why are some towns missing? My town is a hole on the map. "
"Transitions"," A new version of 'Transitions in care' is available!  "
"Snapshot: Rise in Mass. state retirees making $100,000, '03-'10","oh- it was people un der "all" and decimals of people in individuals..sorry "
"Snapshot: Rise in Mass. state retirees making $100,000, '03-'10","what is the x axis? "
"Centrality of faculty to university goals"," A new version of 'Raw interview data from interviews with adjunct faculty and university management' is available!  "
"Internet users and penetration in select countries worldwide, 2006","India's 'population penetration' rate is wrong. The correct number would be 2.3% "
"comparing views on hypertext"," A new version of 'comparing views on hypertext ' is available!  "
"random list of instruments","I need random instrements ex the Jews harp or didgeridoo haha "
"IQ by state, US","jp81: I think you underestimate 5 year olds. "
"My time - Stacked Chart"," A new version of 'How I spend my time' is available!  "
"Plan Relationships"," A new version of 'Plan Relationships' is available!  "
"Plan Relationships"," A new version of 'Plan Relationships' is available!  "
"Plan Relationships"," A new version of 'Plan Relationships' is available!  "
"Malvern Political Network v6 - Membership of Organisations","You really need to explain the initials! Is MWW the Walking Week?? "
"Christmas Spending","Color blind friendly version "
"Version 1"," A new version of 'Ella's CV 2010-02' is available!  "
"Version 2"," A new version of 'Ella's CV 2010-02' is available!  "
"Ella V.3"," A new version of 'Ella's CV 2010-02' is available!  "
"Version 1"," A new version of 'Ella's CV 2010-02' is available!  "
"Version 2"," A new version of 'Ella's CV 2010-02' is available!  "
"Ella V.3"," A new version of 'Ella's CV 2010-02' is available!  "
"Version 1"," A new version of 'Ella's CV 2010-02' is available!  "
"State Budget Deficits (2010 Estimates)","Looks like 52 state failures to me! Doesn't matter that both Dems & Repubs run these states, we should make the states file bankruptcy! "
"Hours spent a week on Technology","de onde escreve "
"Salarios","muito bom "
"HSPD12-w/0dod","Yes, it looks like the numbers includes contractors. "
"Wordle of Discussion Breakout"," A new version of 'Discussion Breakout 2010' is available!  "
"Word Tree of Discussion Breakout"," A new version of 'Discussion Breakout 2010' is available!  "
"Bacon: Clickthrough and Rank"," A new version of 'Bacon: clickthroughs and rank' is available!  "
"dumb"," A new version of 'Bacon: clickthroughs and rank' is available!  "
"AOL Michigan","Individual Authentic Story Multi-sensory Contrast Interaction Interplay "
"AOL query logs"," A new version of 'query log' is available!  "
"Projections Funds Weight By APE","It was a thing of beauty! "
"HSPD12-w/0dod","Does this data include contractors, its one of the grey areas around these populations, a comparison to cards issued is also one of the things to track. Love this. "
"Malvern Political Network v5"," A new version of 'Malvern Political Network v5' is available!  "
"Malvern Political Network v5 - Direct Associations"," A new version of 'Malvern Political Network v5' is available!  "
"Malvern Political Network v5"," A new version of 'Malvern Political Network v5' is available!  "
"Aid flowing into Haiti : Countrywise distribution (normalized to population of donor country)","Fault. Netherlands donated over 100 Million Euro, 140 Million Dollars, thats almost 10 dollar per person. That's number one "
"LastFM top 10 artists: # of top spot vs. # of occurrences"," A new version of 'LastFM | Top 10 artists | More details' is available!  "
"Malvern Political Organisations and Members","I'd have called them 'organisations with influence' or some such as I guess 4 of those would dispute that they are political organisations. What about the Traders Association? "
"Malvern Political Organisations and Members","MSA = Malvern Spa Assoc HSM = High Street Malvern MCS= Malvern Civic Society (?) MHDC = district council MHC = Conservators MTC = town council "
"Comparison of Violent Crime, Gun Registrations in Massachusetts"," A new version of 'Massachusetts Municipalities and analysis of Crimes per Gun License' is available!  "
"Violent Crime and Gun Registrations in Massachusetts (ver 2)"," A new version of 'Massachusetts Municipalities and analysis of Crimes per Gun License' is available!  "
"Comparison of Violent Crime, Gun Registrations in Massachusetts"," A new version of 'Massachusetts Municipalities and analysis of Crimes per Gun License' is available!  "
"Six of Barack Obama's Most Famous Speeches","sex "
"LILACS – Porcentaje inequidades en salud 1999-2008","It looks like a very promising project, good luck with your work and keep us all informed on its progress and how its use has benefited small community groups. Free Bets Pariuri Sportive Biletul Zilei "
"Quickfacts map","Thanks for sharing this information. I got a chance to know about this. Bookmakers Bonus Code Free Bets Steroids for sale "
"US troop deployments 1950-2005","Well worth the read. Thanks for sharing this information. I got a chance to know about this. Clasamente Fotbal Bookmakers Free Bets "
"Size of black population in state and sentences imbalances of blacks","Well worth the read. Thanks for sharing this information. I got a chance to know about this. Pariuri Sportive Biletul Zilei Steroids Buy "
"LDC"," A new version of 'LDC' is available!  "
"Projected Expense vs. Budget"," A new version of 'Projected Expense vs. Budget' is available!  "
"innovation enablers-advanced"," A new version of 'innovation enablers' is available!  "
"innovation enablers-advanced"," A new version of 'innovation enablers' is available!  "
"innovation enablers-advanced"," A new version of 'innovation enablers' is available!  "
"innovation enablers abbreviated"," A new version of 'innovation enablers' is available!  "
"innovation enablers abbreviated"," A new version of 'innovation enablers' is available!  "
"innovation enablers abbreviated"," A new version of 'innovation enablers' is available!  "
"innovation enablers abbreviated"," A new version of 'innovation enablers' is available!  "
"innovation enablers abbreviated"," A new version of 'innovation enablers' is available!  "
"Wordle of Discussion Breakout","Here is a version with a 250 word max instead of 150 "
"Numerical Analysis"," A new version of 'Big Picture' is available!  "
"Numerical Analysis"," A new version of 'Big Picture' is available!  "
"LILACS: Producción inequidades en salud por país 1999-2008"," A new version of 'Producción en inequidades en salud en Lilacs por pais 1999-2008' is available!  "
"LILACS – Porcentaje inequidades en salud 1999-2008"," A new version of 'LILACS – Porcentaje inequidades en salud 1999-2008' is available!  "
"LILACS – Porcentaje inequidades en salud 1999-2008"," A new version of 'LILACS – Porcentaje inequidades en salud 1999-2008' is available!  "
"LILACS – Porcentaje inequidades en salud 1999-2008"," A new version of 'LILACS – Porcentaje inequidades en salud 1999-2008' is available!  "
"LILACS – Porcentaje inequidades en salud 1999-2008"," A new version of 'LILACS – Porcentaje inequidades en salud 1999-2008' is available!  "
"LILACS – Porcentaje inequidades en salud 1999-2008"," A new version of 'LILACS – Porcentaje inequidades en salud 1999-2008' is available!  "
"LILACS – Porcentaje inequidades en salud 1999-2008"," A new version of 'LILACS – Porcentaje inequidades en salud 1999-2008' is available!  "
"Treemap of US Budget","Is this a rhetorical question ? One guess might be medicare and other LBJ spending ? Medicare starts to show up on the graph in 1967. (Would be nice if color and size tracked) "In 1964, upon Johnson's request, Congress passed the Revenue Act of 1964 and the Economic Opportunity Act, which was in association with the war on poverty. Johnson set in motion bills and acts[41], creating programs such as Head Start, food stamps, work study, Medicare and Medicaid, which still exist today." "
"U.S. Budget Revenue Sources in Billions, 1968-2007","Thanks for the interesting data. What surprises me is that income tax and social insurance tax are roughly equal ?! Also, don't corporations pay 1/2 of the social insurance tax for most folks ? "
"U.S. Budget 1976 - 2011","Nice work ! Would be nice to have log scale or some other kind of normalization to see relative changes over the years ? "
"Social Trust in Europe"," A new version of '% Social Trust' is available!  "
"Oil, Defense, and GDP Data for Central and South America","South and Central American countries - 2009 - GDP, Oil export revenue, Oil exports as % of GDP, Total defense spending, Defense spending as % of GDP "
"Visualization site relationships"," A new version of 'Related infoviz websites' is available!  "
"Visualization site relationships"," A new version of 'Related infoviz websites' is available!  "
"Wordle of ICAD publications 1992-2009"," A new version of 'ICAD (Papers, Abstracts and keywords) - Conferences 1992-2009 ' is available!  "
"Wordle 2 of ICAD Papers 1992-2009"," A new version of 'ICAD (Papers, Abstracts and keywords) - Conferences 1992-2009 ' is available!  "
"Wordle 3 of ICAD Papers 1992-2009"," A new version of 'ICAD (Papers, Abstracts and keywords) - Conferences 1992-2009 ' is available!  "
"Haiti emergency appeal per region"," A new version of 'Test2' is available!  "
"Wordle of ICAD publications 1992-2009"," A new version of 'ICAD (Papers, Abstracts and keywords) - Conferences 1992-2009 ' is available!  "
"Wordle of ICAD publications 1992-2009"," A new version of 'ICAD (Papers, Abstracts and keywords) - Conferences 1992-2009 ' is available!  "
"Caritas Haiti Emergency Appeal"," A new version of 'Caritas countries ' is available!  "
"Haarlänge"," A new version of 'Haarlänge' is available!  "
"Haarlänge"," A new version of 'Haarlänge' is available!  "
"Haarlänge"," A new version of 'Haarlänge' is available!  "
"Haarlänge"," A new version of 'Haarlänge' is available!  "
"Panera Bread Store Locations by State"," A new version of 'Panera Bread Store Locations by State' is available!  "
"Federal Budget Breakdown - 2009"," A new version of 'Federal budget breakdown - 2009' is available!  "
"Bubble Chart of People with MS by Country","It would be interesting to see that as a percentage of that country's population... "
"Violent crime rate in Mass. (2008)"," A new version of 'Violent crimes in Massachusetts (2008)' is available!  "
"test title"," A new version of 'Caritas countries' is available!  "
"test title"," A new version of 'Caritas countries' is available!  "
"NC Health Rankings","What a neat tool. I really love being able to zoom in and out of the map and move it around. I probably wouldn't have gone and looked at the reports for other counties, except you made it so easy. This is a really interesting study. It's amazing how closely the health rankings parallel the wealth and education of the counties. This certainly seems like good justification for economic development and health education in our state's poorer counties. "
"Massachusetts gun licenses vs violent crimes by city or town","Great chart! Boston and Chelsea should take a hard look at their licensing restrictions. "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_points of works"," A new version of '???title' is available!  "
"test_title"," A new version of '???title' is available!  "
"???title"," A new version of '???title' is available!  "
"Firewall Denies","The source and destination IP addresses have been anonymized to protect the identity of the users. "
"NYC DataMine Tag Cloud"," A new version of 'NYC DataMine Raw Data - tags' is available!  "
"Us Senate","This is nima rad "
"Us Senate","INFM289I "
"population test","wow, is that data right???? "
